,AvrTime,AvrSwap,AvrCompare
0,0.003277186200000017,1079.204,5126.537
1,0.004490142799999433,1061.377,5268.023
2,0.0035434714000002147,1051.0,5911.523
3,0.006189607600000016,3788.754,5393.045
