Time,Swap,Compare
0.0367921999999794,8130,44382
0.032636299999978746,8261,39532
0.03326789999999846,8039,42790
0.03297459999998864,8131,42728
0.032960000000002765,8043,44030
0.031945699999994304,8278,40235
0.03234859999997752,8136,41027
0.032428600000002916,8192,41622
0.03246450000000323,8203,41294
0.03269799999998213,8213,41479
0.03303990000000567,8159,43398
0.03226169999999229,8141,41649
0.031663799999989806,8263,39536
0.03175779999997985,8253,39900
0.03230469999999741,8139,41807
0.032560799999998835,8124,41941
0.03228480000001355,8239,40954
0.032072500000026594,8165,41324
0.0330124999999839,8207,43826
0.03244009999997388,8229,42284
0.03332490000002508,8084,44910
0.033940699999959634,8132,43003
0.03204080000000431,8201,40702
0.033971199999996315,8080,46372
0.03242160000002059,8201,41384
0.0323619999999778,8198,40361
0.03314100000000053,8069,43006
0.031878500000004806,8136,41629
0.03176920000004202,8214,40467
0.03170069999998759,8161,40668
0.034077400000001035,7954,46850
0.03243639999999459,8215,42294
0.031482699999969554,8279,39231
0.03335290000001123,8116,42172
0.032590799999979936,8175,42199
0.03241050000002588,8109,41891
0.03194369999999935,8272,39990
0.03313650000001189,8138,43894
0.032663399999989906,8214,40444
0.032478500000024724,8226,42168
0.03152599999998529,8276,39229
0.03282489999998006,8090,43721
0.033100100000012844,8110,44031
0.03211870000001227,8237,40831
0.03147649999999658,8273,39473
0.035574200000041856,8155,43315
0.032615099999986796,8146,42474
0.03184729999998126,8281,39913
0.032933700000000954,8067,43663
0.033717200000012326,8031,46312
0.03230270000000246,8132,41844
0.032315600000004,8172,41635
0.03210710000001882,8103,41676
0.03271820000003345,8016,43538
0.031304400000010446,8303,38637
0.032782300000008036,8106,42626
0.03229900000002317,8200,41065
0.034259600000041246,8133,42822
0.03229950000002191,8243,40784
0.03286860000002889,8168,42682
0.03236799999996265,8041,42132
0.03236379999998462,8231,42146
0.0327825999999618,8112,42409
0.03307630000000472,8208,40199
0.03515310000000227,8037,45720
0.033313799999973526,8185,40673
0.032079099999975824,8172,40817
0.033031800000003386,8056,43235
0.032558800000003885,8143,42198
0.033044799999970564,8156,39758
0.032523500000024796,8238,41919
0.03483479999999872,8046,48790
0.03292330000004995,8158,42554
0.03259179999997741,8161,41693
0.032148000000006505,8154,41498
0.032040600000016184,8170,40607
0.03282169999999951,8009,43560
0.031632900000033715,8210,39963
0.03277009999999336,8211,42890
0.03217239999997901,8182,41106
0.032139299999982995,8085,41875
0.03197640000001911,8222,40310
0.03284379999996645,8093,42172
0.03172319999998763,8270,39377
