Time,Swap,Compare
0.02653970000000072,8290,41409
0.025284499999997934,8401,38811
0.025266900000019632,8227,40646
0.024731199999962428,8251,39767
0.025119200000006003,8273,39680
0.026909100000011676,8206,41866
0.026299000000051365,8119,44748
0.025734099999965565,8152,42357
0.024591299999997318,8365,39008
0.02541180000002896,8302,41263
0.025686000000007425,8335,42000
0.02696519999994962,8048,46397
0.02675749999997379,8089,46228
0.025532699999985198,8282,41827
0.024993400000028032,8320,40189
0.025080199999990782,8236,41189
0.025925500000028023,8219,42986
0.02505780000001323,8382,39891
0.025472000000036132,8213,42144
0.026585000000011405,8193,44729
0.02500129999998535,8350,39805
0.026232999999990625,8241,44560
0.024895799999967494,8221,41328
0.024811499999998432,8274,40190
0.02509199999997236,8216,40765
0.02462919999999258,8342,39370
0.027029099999992923,8193,43621
0.02475010000000566,8287,40238
0.02522989999999936,8187,41634
0.02631429999996726,8153,44084
0.028975700000046345,7962,52016
0.025680399999998826,8248,42819
0.024805399999991096,8170,40724
0.026870400000007066,8160,46256
0.024124999999969532,8367,38314
0.02535760000000664,8185,42092
0.02425370000003113,8321,39080
0.02654539999997496,8168,44134
0.024707599999999275,8370,38913
0.0253423000000339,8258,41855
0.025676099999998314,8210,42810
0.02506820000002108,8202,41507
0.025083399999971334,8248,41093
0.0250484999999685,8237,40981
0.02523070000000871,8358,41470
0.026362199999994118,8253,43202
0.02426109999998971,8311,39439
0.025320899999996982,8254,41900
0.025965100000007624,8116,43702
0.025025499999969725,8263,40622
0.02454249999999547,8302,39830
0.025554899999974623,8310,41918
0.02617689999999584,8228,44152
0.02658739999998261,8056,45738
0.02461990000000469,8334,39584
0.025448000000039883,8300,41196
0.02610450000003084,8170,43708
0.026104699999962122,8225,43558
0.02592880000003106,8197,42650
0.027417700000000877,8132,45219
0.0257389999999873,8201,42682
0.026783700000009958,8123,45914
0.02546780000000126,8200,41368
0.024592699999971046,8274,39926
0.025980699999990975,8219,43568
0.025092999999969834,8290,40800
0.025610500000027514,8155,42608
0.02439219999996567,8285,38838
0.026505600000007234,8188,41280
0.02525139999994508,8257,41338
0.02640460000003486,8284,40011
0.024252799999999297,8365,38366
0.026740200000006098,8095,45205
0.024182400000029247,8300,38677
0.025373500000000604,8216,41402
0.026216999999974178,8285,44879
0.024719500000003336,8275,39692
0.025414000000012038,8244,42557
0.025285900000028505,8299,41903
0.02524319999997715,8192,41958
0.026278400000023794,8193,41651
0.027514199999984612,8120,47068
0.02528100000000677,8187,41169
0.025349899999980607,8243,41995
0.025272099999995135,8192,42424
0.024706700000024284,8324,39446
0.025660200000004352,8297,41281
0.026351700000020628,8260,42537
0.025474999999971715,8305,39245
0.026355899999998655,8167,44652
0.024560699999994995,8276,40153
0.025089100000002418,8302,41020
0.02512149999995472,8180,42116
0.02491770000000315,8327,38098
0.026099900000019716,8154,43628
0.025027799999975286,8275,40791
0.025922499999978754,8359,40590
0.025659499999960644,8193,42366
0.02608909999997877,8088,44517
0.02540929999997843,8232,42087
0.025066199999969285,8194,40830
0.026586299999962648,8170,43625
0.025366900000051373,8207,42292
0.024597799999980907,8265,39867
0.026197400000000926,8245,42962
0.025218600000016522,8146,42045
0.024799699999960012,8268,40365
0.02443790000000945,8267,39229
0.0258033999999725,8200,42863
0.026509299999986524,8122,43903
0.025075799999967785,8311,40660
0.025320100000044476,8140,41032
0.024873299999967458,8218,40495
0.025305699999989884,8243,41378
0.024899100000027374,8351,39922
0.025342099999988932,8313,40643
0.024407899999971505,8426,38871
0.024177300000019386,8283,38907
0.024994900000024245,8150,41394
0.02558929999997872,8173,42547
0.025426600000002963,8293,42058
0.02470129999994697,8327,39741
0.025157900000010613,8297,41652
0.026144600000009177,8191,43530
0.024893499999961932,8271,40506
0.027269899999964764,8147,44770
0.02643260000002101,8244,42919
0.02561609999997927,8207,43548
0.025067799999987983,8291,39720
0.024953699999969103,8298,40899
0.025080500000001393,8331,40830
0.026206199999990076,8179,43767
0.027371399999992718,8219,43495
0.02560449999998582,8285,41685
0.02471149999996669,8349,39861
0.025960599999962142,8273,41498
0.02585030000000188,8337,39736
0.02568050000002131,8254,42310
0.0255078999999796,8254,42349
0.023982600000010734,8374,37934
0.02490219999998544,8285,40355
0.02572600000002012,8140,42614
0.025581799999997656,8284,40523
0.02527980000002117,8190,41251
0.02503159999997706,8319,40195
0.026426000000014938,8191,42045
0.024885100000005878,8193,41174
0.025665799999956107,8169,43006
0.0248993000000155,8229,40736
0.02478400000001102,8259,40574
0.025635700000009365,8166,43058
0.024818600000003244,8319,40255
0.02563470000001189,8186,43117
0.025928200000009838,8218,43493
0.02501379999995379,8333,40048
0.02511010000000624,8297,41261
0.02441470000002255,8273,39147
0.024693500000012136,8373,39606
0.025447600000006787,8121,42555
0.025284499999997934,8267,41743
0.025755599999968126,8145,42717
0.025224900000011985,8374,40223
0.02508239999997386,8286,40067
0.02681969999997591,8041,45248
0.025622400000031575,8288,40410
0.02605420000003278,8270,42609
0.025674000000037722,8301,40836
0.027695400000027348,8314,41623
0.026697699999999713,8286,40266
0.024502299999994648,8374,38549
0.025562299999990046,8232,40944
0.02594770000001745,8100,43924
0.02479670000002443,8223,40545
0.026544699999988097,8213,41739
0.025463899999977002,8169,42689
0.026498600000024908,8310,44852
0.028748300000017935,8334,41112
0.025858099999993556,8276,41807
0.028865699999983008,8103,44073
0.025186800000028597,8255,39155
0.02825379999995903,8261,42801
0.026680300000009538,8184,42029
0.024806599999976697,8288,38791
0.027542799999991985,8348,39403
0.027007699999956003,8278,40817
0.026199399999995876,8395,41223
0.025343599999985145,8364,38373
0.028444199999967168,8254,41516
0.026258700000028057,8207,42081
0.02506399999998621,8369,38694
0.02554209999999557,8230,42137
0.0256530000000339,8223,41549
0.02518070000002126,8251,41125
0.02553950000003624,8227,41332
0.024654899999973168,8305,39687
0.026640900000018064,8047,45702
0.025672999999983404,8349,42498
0.02726630000000796,8275,44851
0.02579209999998966,8295,42088
