,AvrTime,AvrSwap,AvrCompare
0,0.025452860299999373,8249.953,41580.467
1,0.032731564500000386,8159.042,42183.454
2,0.027402251600000285,8105.983,47127.211
3,0.05010889140000001,30659.917,44024.484
