,AvrTime,AvrSwap,AvrCompare
0,0.0453523098000004,14610.319,74195.408
1,0.05773174230000177,14438.035,75684.527
2,0.048740968099998214,14370.161,83927.711
3,0.09005737910000017,54760.701,78887.047
