,AvrTime,AvrSwap,AvrCompare
0,0.0011140165000002753,371.507,1690.917
1,0.0016024893999995698,364.875,1755.947
2,0.001209132000000153,360.6,1975.818
3,0.002056711299999449,1253.879,1753.296
