Time,Swap,Compare
0.01622649999998771,5114,26718
0.016168499999992036,5247,25180
0.015445099999993772,5281,24015
0.0159334999999885,5270,25705
0.01576149999999643,5256,25124
0.015898399999997537,5279,24673
0.01573630000001458,5237,24828
0.015435199999984661,5363,24055
0.015806800000007115,5316,25118
0.015490999999997257,5279,24454
0.016513600000024553,5183,27354
0.016759699999994382,5167,27101
0.015317800000019588,5332,23700
0.015975200000013956,5266,25406
0.01580669999998463,5269,24669
0.01570979999999622,5265,24953
0.015794300000010253,5251,25077
0.015631000000013273,5214,25298
0.015894300000013573,5243,25701
0.015985000000000582,5253,25791
0.01634039999999004,5172,26672
0.01548289999999497,5347,23594
0.01702829999999267,5232,26298
0.01646130000000312,5274,26021
0.019703100000015183,5232,27477
0.01797059999998396,5280,24409
0.01621970000002193,5249,25468
0.01771229999999946,5148,28857
0.016513500000002068,5142,26912
0.01617540000000872,5334,24687
0.018206000000020595,5237,26352
0.01790100000002326,5193,26937
0.017152199999998174,5251,25394
0.018437400000010484,5245,27772
0.016603299999985666,5212,25711
0.016597000000018625,5316,24301
0.017445199999997385,5192,28342
0.017438699999985374,5274,24884
0.01684040000000664,5267,27115
0.016939800000017158,5217,27082
0.01654099999998948,5137,26712
0.016801399999991418,5238,25760
0.016360500000018874,5249,25960
0.015817599999991216,5366,24263
0.015863899999999376,5307,25005
0.01794200000000501,5119,31469
0.016557500000004666,5334,24427
0.016315300000002253,5184,27053
0.015332499999999527,5319,23933
0.016403200000013385,5248,26612
0.015911299999999073,5268,25200
0.015992699999998194,5180,25982
0.01615590000000111,5238,26010
0.015503300000005993,5302,24350
0.01598269999999502,5238,26262
0.015589599999998427,5264,24568
0.016572800000005827,5223,25512
0.016467099999999846,5200,25954
0.016723999999982198,5202,26984
0.015756000000010317,5295,24920
0.01605639999999653,5176,26379
0.01743349999998145,5070,28701
0.016695100000021057,5171,27734
0.01639720000000011,5224,26492
0.0160872000000154,5190,26054
0.016120699999987664,5259,25687
0.016850199999993265,5194,27918
0.018433700000002773,5124,28443
0.017269799999979796,5172,28307
0.01600360000000478,5216,25754
0.01529669999999328,5309,23640
0.016316499999987855,5248,25871
0.015838800000011588,5289,25300
0.01650050000000647,5225,27437
0.015869800000018586,5168,25859
0.015795499999995855,5237,25316
0.016103499999985615,5245,25946
0.017470699999989847,5222,26205
0.016734299999995983,5213,27294
0.016783700000019053,5073,28250
0.01629200000002129,5232,26527
0.015914100000003373,5298,25018
0.015620800000021973,5266,24777
0.015935900000016545,5355,25087
0.017177099999997836,5132,28868
0.016102099999983466,5245,25487
0.015502599999990707,5286,24501
0.01782929999998828,5195,29124
0.0165760000000148,5130,27747
0.01615590000000111,5214,26256
0.01645369999999957,5206,27153
0.01630819999999744,5188,26557
0.015765599999980395,5285,25237
0.016345599999993965,5305,24461
0.01728120000001354,5202,25581
0.015709700000002158,5223,25321
0.015827399999977843,5269,25278
0.017022499999995944,5084,28573
0.015907400000003236,5300,24833
0.015928899999977375,5293,25359
0.016028099999999768,5263,26059
0.01644519999999261,5127,27195
0.015961299999986522,5283,24902
0.015410200000019358,5265,24053
0.016382899999996425,5208,26321
0.016907199999991462,5204,26123
0.015695499999992535,5210,25288
0.016384000000016385,5220,27060
0.016386099999976977,5205,26959
0.015870700000021998,5290,25367
0.015922400000022208,5235,25226
0.017757600000010143,5149,30163
0.016278699999986657,5231,26232
0.01612259999998855,5274,25820
0.0160838000000183,5238,25971
0.01633390000000645,5141,25750
0.015594800000002351,5260,24750
0.015787399999993568,5288,25286
0.016400599999997212,5179,26485
0.015631899999988264,5314,24493
0.016278300000010404,5187,26620
0.015467199999989134,5269,24420
0.016788300000001755,5221,27815
0.01602870000002099,5241,25811
0.016255699999987883,5229,25048
0.015954200000010132,5288,24915
0.01554959999998573,5249,24463
0.016428100000013046,5251,27014
0.017867299999977604,5119,27219
0.015545399999979281,5280,24661
0.016486300000025267,5125,27861
0.016116699999997763,5280,26046
0.016014799999993556,5207,25870
0.015805799999981218,5268,25374
0.017329300000000103,5129,28259
0.017838799999992716,5240,26802
0.015619299999997338,5288,24876
0.015984500000001844,5252,25729
0.016201499999993985,5175,26987
0.01628419999997277,5194,26629
0.015882899999979827,5253,25298
0.015591400000005251,5253,24893
0.01605530000000499,5299,25404
0.015891600000003336,5272,24347
0.01597190000001092,5211,25482
0.015501999999997906,5289,24539
0.01624430000001098,5232,26274
0.015956099999982598,5191,25829
0.015818100000018376,5272,25133
0.016827299999988554,5260,25633
0.01573969999998326,5279,24604
0.016372900000021673,5205,26557
0.016132099999992988,5266,26271
0.01578150000000278,5250,25374
0.01796630000001187,5147,28267
0.016684900000001335,5247,27706
0.01582189999999173,5247,25455
0.016057899999992742,5234,26233
0.015820700000006127,5228,25677
0.015560500000020738,5294,24516
0.01627289999998993,5177,26553
