,AvrTime,AvrSwap,AvrCompare
0,0.016476050900000046,5234.536,26026.112
1,0.02156328949999954,5165.286,26622.954
2,0.01775124379999977,5131.995,29630.962
3,0.03207768630000092,19203.323,27618.542
