,AvrTime,AvrSwap,AvrCompare
0,0.0004972985999998514,163.276,715.995
1,0.0007377647000006107,160.152,740.328
2,0.0005369732000001761,157.865,844.808
3,0.0008769451000000856,524.899,724.925
